timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-07-13T07:54:28,codecarbon,1474cf1b-73d7-45fe-8fca-29499fd91eeb,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4688.184161907993,0.0034909678602898673,7.446311279011523e-07,10.793128436379007,0.0,20.0,0.007042163199657313,0.0,0.013015106896808593,0.020057270096465754,0.0,Spain,ESP,madrid,,,Linux-6.1.0-50-amd64-x86_64-with-glibc2.36,3.11.2,3.2.7,12,AMD Ryzen 5 5500,0,,-3.6598,40.3908,23.25710678100586,machine,3.303822336109332,0,51.197587016870834,11.90691510383171,N,1.0,0.0
