timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-07-12T23:49:44,codecarbon,f7df7c1c-9895-4940-a8f1-b8c667fa368a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,9379.301002877008,0.008444520731904947,9.003358277247605e-07,17.192184868014504,0.0,20.0,0.02246681415123505,0.0,0.026050972300387585,0.04851778645162281,0.0,Spain,ESP,madrid,,,Linux-6.1.0-50-amd64-x86_64-with-glibc2.36,3.11.2,3.2.7,12,AMD Ryzen 5 5500,0,,-3.6598,40.3908,23.25710678100586,machine,4.9232486117044,0,48.09538658692841,11.185629558278068,N,1.0,0.0
