timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-07-13T06:51:07,codecarbon,db05ede7-8050-426b-9168-b9ebe5a0fd3f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,23293.668706099998,0.02074872849976124,8.907454107616675e-07,16.907278847336684,0.0,20.0,0.05463740865385557,0.0,0.06457390131317352,0.11921130996702817,0.0,Spain,ESP,madrid,,,Linux-6.1.0-50-amd64-x86_64-with-glibc2.36,3.11.2,3.2.7,12,AMD Ryzen 5 5500,0,,-3.6598,40.3908,23.25710678100586,machine,11.949217944310783,0,51.16866620831573,11.900355064487817,N,1.0,0.0
